feature	motif1	motif2	motif.type	feature_type
Zm00001d003280	0	1	motif2	gene
Zm00001d003284	0	4	motif2	gene
Zm00001d003289	2	1	both	gene
Zm00001d003290	0	2	motif2	gene
Zm00001d003291	0	1	motif2	gene
Zm00001d003292	0	2	motif2	gene
Zm00001d003298	0	1	motif2	gene
Zm00001d003300	1	5	both	gene
Zm00001d003302	1	0	motif1	gene
Zm00001d003303	0	1	motif2	gene
Zm00001d003316	1	0	motif1	gene
Zm00001d003319	1	2	both	gene
Zm00001d003322	0	1	motif2	gene
Zm00001d003324	0	1	motif2	gene
Zm00001d003329	0	1	motif2	gene
Zm00001d003331	1	0	motif1	gene
Zm00001d003332	0	1	motif2	gene
Zm00001d003333	2	3	both	gene
Zm00001d003334	1	1	both	gene
Zm00001d003336	1	0	motif1	gene
Zm00001d003347	1	0	motif1	gene
Zm00001d003352	1	0	motif1	gene
Zm00001d003354	0	1	motif2	gene
Zm00001d003356	0	1	motif2	gene
Zm00001d003366	1	0	motif1	gene
Zm00001d003367	0	1	motif2	gene
Zm00001d003368	2	0	motif1	gene
Zm00001d003369	0	1	motif2	gene
Zm00001d003373	2	0	motif1	gene
Zm00001d003376	1	0	motif1	gene
Zm00001d003382	3	0	motif1	gene
Zm00001d003383	0	2	motif2	gene
Zm00001d003393	1	0	motif1	gene
Zm00001d003394	0	1	motif2	gene
Zm00001d003395	0	1	motif2	gene
Zm00001d003400	0	1	motif2	gene
Zm00001d003411	1	0	motif1	gene
Zm00001d003415	1	1	both	gene
Zm00001d003426	0	3	motif2	gene
Zm00001d003428	2	2	both	gene
Zm00001d003431	0	1	motif2	gene
Zm00001d003446	0	2	motif2	gene
Zm00001d003448	0	2	motif2	gene
Zm00001d003459	1	0	motif1	gene
Zm00001d003460	4	2	both	gene
Zm00001d003464	2	1	both	gene
Zm00001d003469	0	1	motif2	gene
Zm00001d003470	0	1	motif2	gene
Zm00001d003474	0	3	motif2	gene
Zm00001d003476	0	2	motif2	gene
Zm00001d003477	2	1	both	gene
Zm00001d003491	0	1	motif2	gene
Zm00001d003493	0	1	motif2	gene
Zm00001d003495	1	1	both	gene
Zm00001d003496	1	0	motif1	gene
Zm00001d003502	0	1	motif2	gene
Zm00001d003509	0	1	motif2	gene
Zm00001d003512	1	0	motif1	gene
Zm00001d003518	2	1	both	gene
Zm00001d003519	0	1	motif2	gene
Zm00001d003525	0	1	motif2	gene
Zm00001d003529	1	0	motif1	gene
Zm00001d003535	0	2	motif2	gene
Zm00001d003539	1	0	motif1	gene
Zm00001d003546	2	0	motif1	gene
Zm00001d003556	3	2	both	gene
Zm00001d003559	0	1	motif2	gene
Zm00001d003572	1	1	both	gene
Zm00001d003574	0	1	motif2	gene
Zm00001d003577	0	1	motif2	gene
Zm00001d003584	1	0	motif1	gene
Zm00001d003590	1	0	motif1	gene
Zm00001d003602	0	2	motif2	gene
Zm00001d003611	1	3	both	gene
Zm00001d003612	0	2	motif2	gene
Zm00001d003613	3	0	motif1	gene
Zm00001d003616	1	0	motif1	gene
Zm00001d003618	0	1	motif2	gene
Zm00001d003619	2	1	both	gene
Zm00001d003620	0	2	motif2	gene
Zm00001d003622	1	0	motif1	gene
Zm00001d003632	1	0	motif1	gene
Zm00001d003636	2	0	motif1	gene
Zm00001d003638	2	0	motif1	gene
Zm00001d003640	2	1	both	gene
Zm00001d003643	0	2	motif2	gene
Zm00001d003644	1	6	both	gene
Zm00001d003646	0	1	motif2	gene
Zm00001d003648	0	2	motif2	gene
Zm00001d003649	1	0	motif1	gene
Zm00001d003655	5	7	both	gene
Zm00001d003657	0	1	motif2	gene
Zm00001d003664	1	1	both	gene
Zm00001d003667	0	3	motif2	gene
Zm00001d003670	1	3	both	gene
Zm00001d003672	1	0	motif1	gene
Zm00001d003679	0	1	motif2	gene
Zm00001d003682	0	1	motif2	gene
Zm00001d003685	1	0	motif1	gene
Zm00001d003690	1	1	both	gene
Zm00001d003693	1	1	both	gene
Zm00001d003695	1	0	motif1	gene
Zm00001d003696	1	0	motif1	gene
Zm00001d003698	0	1	motif2	gene
Zm00001d003701	1	0	motif1	gene
Zm00001d003713	1	4	both	gene
Zm00001d003715	1	0	motif1	gene
Zm00001d003724	1	0	motif1	gene
Zm00001d003726	1	1	both	gene
Zm00001d003728	2	2	both	gene
Zm00001d003740	1	1	both	gene
Zm00001d003742	1	0	motif1	gene
Zm00001d003744	1	0	motif1	gene
Zm00001d003750	1	1	both	gene
Zm00001d003754	1	0	motif1	gene
Zm00001d003755	2	1	both	gene
Zm00001d003759	1	0	motif1	gene
Zm00001d003763	0	1	motif2	gene
Zm00001d003767	0	1	motif2	gene
Zm00001d003772	0	1	motif2	gene
Zm00001d003773	1	1	both	gene
Zm00001d003778	1	0	motif1	gene
Zm00001d003786	2	1	both	gene
Zm00001d003791	1	0	motif1	gene
Zm00001d003794	1	0	motif1	gene
Zm00001d003800	2	1	both	gene
Zm00001d003807	4	3	both	gene
Zm00001d003809	1	0	motif1	gene
Zm00001d003811	0	1	motif2	gene
Zm00001d003813	1	1	both	gene
Zm00001d003814	1	0	motif1	gene
Zm00001d003817	2	0	motif1	gene
Zm00001d003822	0	1	motif2	gene
Zm00001d003824	0	1	motif2	gene
Zm00001d003825	3	7	both	gene
Zm00001d003836	1	0	motif1	gene
Zm00001d003839	2	3	both	gene
Zm00001d003846	1	0	motif1	gene
Zm00001d003848	1	0	motif1	gene
Zm00001d003849	1	0	motif1	gene
Zm00001d003851	0	1	motif2	gene
Zm00001d003859	1	0	motif1	gene
Zm00001d003860	1	1	both	gene
Zm00001d003861	1	0	motif1	gene
Zm00001d003863	0	1	motif2	gene
Zm00001d003864	0	5	motif2	gene
Zm00001d003865	0	1	motif2	gene
Zm00001d003867	1	0	motif1	gene
Zm00001d003872	2	2	both	gene
Zm00001d003878	1	1	both	gene
Zm00001d003879	0	2	motif2	gene
Zm00001d003881	0	1	motif2	gene
Zm00001d003886	1	0	motif1	gene
Zm00001d003888	0	1	motif2	gene
Zm00001d003889	0	1	motif2	gene
Zm00001d003894	1	2	both	gene
Zm00001d003897	0	1	motif2	gene
Zm00001d003902	0	1	motif2	gene
Zm00001d003904	2	0	motif1	gene
Zm00001d003913	1	0	motif1	gene
Zm00001d003922	1	0	motif1	gene
Zm00001d003923	2	2	both	gene
Zm00001d003924	1	0	motif1	gene
Zm00001d003925	1	0	motif1	gene
Zm00001d003928	0	2	motif2	gene
Zm00001d003935	1	2	both	gene
Zm00001d003937	2	0	motif1	gene
Zm00001d003939	0	1	motif2	gene
Zm00001d003941	1	0	motif1	gene
Zm00001d003947	2	1	both	gene
Zm00001d003948	0	2	motif2	gene
Zm00001d003958	2	4	both	gene
Zm00001d003967	1	1	both	gene
Zm00001d003975	1	1	both	gene
Zm00001d003983	1	0	motif1	gene
Zm00001d003986	1	1	both	gene
Zm00001d003992	0	1	motif2	gene
Zm00001d003995	0	1	motif2	gene
Zm00001d004002	1	0	motif1	gene
Zm00001d004006	2	0	motif1	gene
Zm00001d004008	1	1	both	gene
Zm00001d004009	1	0	motif1	gene
Zm00001d004012	3	2	both	gene
Zm00001d004018	0	1	motif2	gene
Zm00001d004019	1	1	both	gene
Zm00001d004020	3	1	both	gene
Zm00001d004022	1	0	motif1	gene
Zm00001d004023	5	0	motif1	gene
Zm00001d004035	0	1	motif2	gene
Zm00001d004036	1	1	both	gene
Zm00001d004042	1	0	motif1	gene
Zm00001d004053	2	1	both	gene
Zm00001d004057	0	3	motif2	gene
Zm00001d004058	1	1	both	gene
Zm00001d004065	1	0	motif1	gene
Zm00001d004067	4	1	both	gene
Zm00001d004072	2	1	both	gene
Zm00001d004073	1	1	both	gene
Zm00001d004074	2	0	motif1	gene
Zm00001d004075	0	2	motif2	gene
Zm00001d004084	1	0	motif1	gene
Zm00001d004091	0	4	motif2	gene
Zm00001d004092	0	1	motif2	gene
Zm00001d004099	2	1	both	gene
Zm00001d004102	0	1	motif2	gene
Zm00001d004105	1	0	motif1	gene
Zm00001d004115	1	0	motif1	gene
Zm00001d004117	1	0	motif1	gene
Zm00001d004118	5	7	both	gene
Zm00001d004119	2	1	both	gene
Zm00001d004120	0	1	motif2	gene
Zm00001d004123	0	2	motif2	gene
Zm00001d004125	2	3	both	gene
Zm00001d004127	1	0	motif1	gene
Zm00001d004128	0	2	motif2	gene
Zm00001d004130	3	0	motif1	gene
Zm00001d004132	1	0	motif1	gene
Zm00001d004134	1	1	both	gene
Zm00001d004136	3	1	both	gene
Zm00001d004139	0	4	motif2	gene
Zm00001d004140	2	3	both	gene
Zm00001d004147	1	1	both	gene
Zm00001d004152	0	3	motif2	gene
Zm00001d004153	0	1	motif2	gene
Zm00001d004154	8	7	both	gene
Zm00001d004159	2	0	motif1	gene
Zm00001d004167	1	1	both	gene
Zm00001d004169	1	0	motif1	gene
Zm00001d004171	1	0	motif1	gene
Zm00001d004172	5	1	both	gene
Zm00001d004187	0	1	motif2	gene
Zm00001d004193	0	2	motif2	gene
Zm00001d004196	0	1	motif2	gene
Zm00001d004198	0	1	motif2	gene
Zm00001d004215	2	1	both	gene
Zm00001d004216	0	2	motif2	gene
Zm00001d004222	0	1	motif2	gene
Zm00001d004225	0	1	motif2	gene
Zm00001d004230	1	4	both	gene
Zm00001d004236	0	1	motif2	gene
Zm00001d004238	0	1	motif2	gene
Zm00001d004241	1	0	motif1	gene
Zm00001d004243	1	0	motif1	gene
Zm00001d004245	6	0	motif1	gene
Zm00001d004256	3	0	motif1	gene
Zm00001d004259	1	4	both	gene
Zm00001d004260	0	3	motif2	gene
Zm00001d004270	1	3	both	gene
Zm00001d004279	1	0	motif1	gene
Zm00001d004291	1	0	motif1	gene
Zm00001d004293	1	2	both	gene
Zm00001d004300	2	1	both	gene
Zm00001d004305	0	1	motif2	gene
Zm00001d004306	1	0	motif1	gene
Zm00001d004311	1	0	motif1	gene
Zm00001d004315	1	0	motif1	gene
Zm00001d004318	1	0	motif1	gene
Zm00001d004323	0	1	motif2	gene
Zm00001d004327	0	1	motif2	gene
Zm00001d004330	1	0	motif1	gene
Zm00001d004335	1	0	motif1	gene
Zm00001d004339	2	0	motif1	gene
Zm00001d004340	1	0	motif1	gene
Zm00001d004342	1	0	motif1	gene
Zm00001d004343	1	0	motif1	gene
Zm00001d004347	2	1	both	gene
Zm00001d004353	0	1	motif2	gene
Zm00001d004354	1	1	both	gene
Zm00001d004358	0	1	motif2	gene
Zm00001d004361	0	1	motif2	gene
Zm00001d004366	1	0	motif1	gene
Zm00001d004382	1	0	motif1	gene
Zm00001d004383	2	0	motif1	gene
Zm00001d004386	1	0	motif1	gene
Zm00001d004387	2	4	both	gene
Zm00001d004392	1	2	both	gene
Zm00001d004396	2	1	both	gene
Zm00001d004400	1	5	both	gene
Zm00001d004409	1	0	motif1	gene
Zm00001d004415	0	2	motif2	gene
Zm00001d004416	3	3	both	gene
Zm00001d004424	0	1	motif2	gene
Zm00001d004425	1	0	motif1	gene
Zm00001d004428	2	0	motif1	gene
Zm00001d004429	0	1	motif2	gene
Zm00001d004431	0	1	motif2	gene
Zm00001d004433	2	0	motif1	gene
Zm00001d004434	2	1	both	gene
Zm00001d004438	7	6	both	gene
Zm00001d004452	1	0	motif1	gene
Zm00001d004458	1	0	motif1	gene
Zm00001d004460	1	0	motif1	gene
Zm00001d004462	2	0	motif1	gene
Zm00001d004463	5	5	both	gene
Zm00001d004466	3	0	motif1	gene
Zm00001d004468	0	1	motif2	gene
Zm00001d004471	1	1	both	gene
Zm00001d004478	1	0	motif1	gene
Zm00001d004481	0	2	motif2	gene
Zm00001d004484	0	1	motif2	gene
Zm00001d004486	0	1	motif2	gene
Zm00001d004488	0	1	motif2	gene
Zm00001d004489	0	1	motif2	gene
Zm00001d004494	1	1	both	gene
Zm00001d004495	1	0	motif1	gene
Zm00001d004498	0	1	motif2	gene
Zm00001d004502	1	1	both	gene
Zm00001d004509	0	1	motif2	gene
Zm00001d004510	1	1	both	gene
Zm00001d004511	1	0	motif1	gene
Zm00001d004514	0	1	motif2	gene
Zm00001d004516	1	0	motif1	gene
Zm00001d004517	0	1	motif2	gene
Zm00001d004521	3	0	motif1	gene
Zm00001d004525	1	0	motif1	gene
Zm00001d004527	0	1	motif2	gene
Zm00001d004531	0	1	motif2	gene
Zm00001d004538	1	2	both	gene
Zm00001d004541	0	4	motif2	gene
Zm00001d004543	4	1	both	gene
Zm00001d004545	1	0	motif1	gene
Zm00001d004551	1	0	motif1	gene
Zm00001d004552	1	1	both	gene
Zm00001d004557	0	1	motif2	gene
Zm00001d004558	0	1	motif2	gene
Zm00001d004559	2	4	both	gene
Zm00001d004560	1	1	both	gene
Zm00001d004564	1	0	motif1	gene
Zm00001d004573	3	1	both	gene
Zm00001d004576	0	1	motif2	gene
Zm00001d004577	0	1	motif2	gene
Zm00001d004586	0	1	motif2	gene
Zm00001d004587	0	1	motif2	gene
Zm00001d004588	1	0	motif1	gene
Zm00001d004591	0	1	motif2	gene
Zm00001d004592	3	1	both	gene
Zm00001d004595	1	0	motif1	gene
Zm00001d004599	0	1	motif2	gene
Zm00001d004607	1	0	motif1	gene
Zm00001d004610	0	1	motif2	gene
Zm00001d004616	1	0	motif1	gene
Zm00001d004620	0	1	motif2	gene
Zm00001d004621	0	1	motif2	gene
Zm00001d004630	1	0	motif1	gene
Zm00001d004635	1	1	both	gene
Zm00001d004637	1	0	motif1	gene
Zm00001d004640	1	0	motif1	gene
Zm00001d004641	0	1	motif2	gene
Zm00001d004642	0	2	motif2	gene
Zm00001d004644	2	0	motif1	gene
Zm00001d004645	1	2	both	gene
Zm00001d004651	4	0	motif1	gene
Zm00001d004659	3	3	both	gene
Zm00001d004667	5	2	both	gene
Zm00001d004669	1	2	both	gene
Zm00001d004674	0	1	motif2	gene
Zm00001d004676	1	0	motif1	gene
Zm00001d004679	1	0	motif1	gene
Zm00001d004680	1	3	both	gene
Zm00001d004681	0	1	motif2	gene
Zm00001d004687	0	2	motif2	gene
Zm00001d004691	0	1	motif2	gene
Zm00001d004697	1	1	both	gene
Zm00001d004702	1	5	both	gene
Zm00001d004705	0	1	motif2	gene
Zm00001d004706	0	1	motif2	gene
Zm00001d004707	2	4	both	gene
Zm00001d004709	1	1	both	gene
Zm00001d004716	1	0	motif1	gene
Zm00001d004718	1	0	motif1	gene
Zm00001d004719	1	0	motif1	gene
Zm00001d004720	0	2	motif2	gene
Zm00001d004726	1	0	motif1	gene
Zm00001d004733	1	1	both	gene
Zm00001d004737	1	0	motif1	gene
Zm00001d004738	0	2	motif2	gene
Zm00001d004739	1	2	both	gene
Zm00001d004740	1	0	motif1	gene
Zm00001d004747	2	0	motif1	gene
Zm00001d004755	1	1	both	gene
Zm00001d004757	1	1	both	gene
Zm00001d004760	0	1	motif2	gene
Zm00001d004775	1	2	both	gene
Zm00001d004779	1	1	both	gene
Zm00001d004782	0	2	motif2	gene
Zm00001d004786	0	1	motif2	gene
Zm00001d004790	1	1	both	gene
Zm00001d004800	1	2	both	gene
Zm00001d004804	0	1	motif2	gene
Zm00001d004806	0	1	motif2	gene
Zm00001d004810	0	2	motif2	gene
Zm00001d004811	1	1	both	gene
Zm00001d004812	1	1	both	gene
Zm00001d004818	0	1	motif2	gene
Zm00001d004819	2	1	both	gene
Zm00001d004821	1	0	motif1	gene
Zm00001d004825	0	1	motif2	gene
Zm00001d004835	1	0	motif1	gene
Zm00001d004837	0	1	motif2	gene
Zm00001d004840	0	1	motif2	gene
Zm00001d004852	0	1	motif2	gene
Zm00001d004855	2	0	motif1	gene
Zm00001d004861	2	2	both	gene
Zm00001d004864	1	0	motif1	gene
Zm00001d004868	0	1	motif2	gene
Zm00001d004870	1	1	both	gene
Zm00001d004871	0	1	motif2	gene
Zm00001d004875	1	0	motif1	gene
Zm00001d004877	2	5	both	gene
Zm00001d004885	0	1	motif2	gene
Zm00001d004890	1	0	motif1	gene
Zm00001d004896	1	1	both	gene
Zm00001d004905	1	0	motif1	gene
Zm00001d004912	4	13	both	gene
Zm00001d004914	1	0	motif1	gene
Zm00001d004925	0	2	motif2	gene
Zm00001d004927	0	2	motif2	gene
Zm00001d004936	0	1	motif2	gene
Zm00001d004938	0	1	motif2	gene
Zm00001d004953	1	2	both	gene
Zm00001d004955	0	1	motif2	gene
Zm00001d004956	1	0	motif1	gene
Zm00001d004959	0	1	motif2	gene
Zm00001d004962	0	1	motif2	gene
Zm00001d004975	4	1	both	gene
Zm00001d004977	1	0	motif1	gene
Zm00001d004979	1	0	motif1	gene
Zm00001d004982	2	0	motif1	gene
Zm00001d004986	1	0	motif1	gene
Zm00001d004990	1	0	motif1	gene
Zm00001d004992	0	1	motif2	gene
Zm00001d004993	0	3	motif2	gene
Zm00001d005001	1	0	motif1	gene
Zm00001d005002	0	1	motif2	gene
Zm00001d005004	1	1	both	gene
Zm00001d005006	0	1	motif2	gene
Zm00001d005011	7	11	both	gene
Zm00001d005012	1	3	both	gene
Zm00001d005013	0	2	motif2	gene
Zm00001d005015	2	3	both	gene
Zm00001d005017	0	1	motif2	gene
Zm00001d005018	0	1	motif2	gene
Zm00001d005019	0	1	motif2	gene
Zm00001d005027	0	1	motif2	gene
Zm00001d005028	0	1	motif2	gene
Zm00001d005030	2	1	both	gene
Zm00001d005035	1	0	motif1	gene
Zm00001d005036	1	0	motif1	gene
Zm00001d005040	0	1	motif2	gene
Zm00001d005045	0	2	motif2	gene
Zm00001d005049	1	0	motif1	gene
Zm00001d005061	0	2	motif2	gene
Zm00001d005063	3	0	motif1	gene
Zm00001d005064	3	1	both	gene
Zm00001d005065	0	1	motif2	gene
Zm00001d005074	0	1	motif2	gene
Zm00001d005080	1	0	motif1	gene
Zm00001d005085	1	0	motif1	gene
Zm00001d005089	0	2	motif2	gene
Zm00001d005090	2	2	both	gene
Zm00001d005092	1	0	motif1	gene
Zm00001d005099	0	1	motif2	gene
Zm00001d005100	0	4	motif2	gene
Zm00001d005102	0	1	motif2	gene
Zm00001d005103	0	1	motif2	gene
Zm00001d005106	1	2	both	gene
Zm00001d005107	0	2	motif2	gene
Zm00001d005108	3	1	both	gene
Zm00001d005112	0	2	motif2	gene
Zm00001d005114	1	1	both	gene
Zm00001d005118	2	0	motif1	gene
Zm00001d005124	2	1	both	gene
Zm00001d005125	1	0	motif1	gene
Zm00001d005126	1	0	motif1	gene
Zm00001d005127	3	3	both	gene
Zm00001d005135	1	0	motif1	gene
Zm00001d005137	4	9	both	gene
Zm00001d005139	1	0	motif1	gene
Zm00001d005140	1	2	both	gene
Zm00001d005143	1	2	both	gene
Zm00001d005144	1	2	both	gene
Zm00001d005147	0	1	motif2	gene
Zm00001d005149	1	0	motif1	gene
Zm00001d005151	1	1	both	gene
Zm00001d005154	0	1	motif2	gene
Zm00001d005156	1	1	both	gene
Zm00001d005157	3	0	motif1	gene
Zm00001d005159	1	0	motif1	gene
Zm00001d005164	1	3	both	gene
Zm00001d005166	1	0	motif1	gene
Zm00001d005168	0	3	motif2	gene
Zm00001d005169	1	0	motif1	gene
Zm00001d005171	0	2	motif2	gene
Zm00001d005173	2	0	motif1	gene
Zm00001d005174	1	0	motif1	gene
Zm00001d005176	0	1	motif2	gene
Zm00001d005178	0	1	motif2	gene
Zm00001d005179	0	1	motif2	gene
Zm00001d005185	0	1	motif2	gene
Zm00001d005188	1	1	both	gene
Zm00001d005193	2	0	motif1	gene
Zm00001d005194	1	1	both	gene
Zm00001d005195	1	0	motif1	gene
Zm00001d005199	1	1	both	gene
Zm00001d005205	1	0	motif1	gene
Zm00001d005212	0	1	motif2	gene
Zm00001d005219	1	1	both	gene
Zm00001d005223	2	2	both	gene
Zm00001d005229	1	0	motif1	gene
Zm00001d005231	2	1	both	gene
Zm00001d005238	0	1	motif2	gene
Zm00001d005240	1	0	motif1	gene
Zm00001d005241	2	1	both	gene
Zm00001d005244	1	1	both	gene
Zm00001d005246	0	1	motif2	gene
Zm00001d005247	1	0	motif1	gene
Zm00001d005252	0	2	motif2	gene
Zm00001d005257	2	3	both	gene
Zm00001d005258	1	0	motif1	gene
Zm00001d005259	1	3	both	gene
Zm00001d005261	1	0	motif1	gene
Zm00001d005264	2	1	both	gene
Zm00001d005266	0	2	motif2	gene
Zm00001d005269	0	3	motif2	gene
Zm00001d005270	0	1	motif2	gene
Zm00001d005271	1	2	both	gene
Zm00001d005275	0	1	motif2	gene
Zm00001d005276	1	1	both	gene
Zm00001d005278	1	0	motif1	gene
Zm00001d005286	1	0	motif1	gene
Zm00001d005287	2	0	motif1	gene
Zm00001d005297	0	1	motif2	gene
Zm00001d005299	1	0	motif1	gene
Zm00001d005301	1	4	both	gene
Zm00001d005302	0	1	motif2	gene
Zm00001d005303	1	1	both	gene
Zm00001d005305	2	0	motif1	gene
Zm00001d005306	1	0	motif1	gene
Zm00001d005308	1	0	motif1	gene
Zm00001d005323	1	2	both	gene
Zm00001d005324	1	1	both	gene
Zm00001d005329	0	1	motif2	gene
Zm00001d005338	1	0	motif1	gene
Zm00001d005343	1	1	both	gene
Zm00001d005345	0	1	motif2	gene
Zm00001d005348	1	0	motif1	gene
Zm00001d005349	0	1	motif2	gene
Zm00001d005350	1	0	motif1	gene
Zm00001d005355	1	0	motif1	gene
Zm00001d005356	1	2	both	gene
Zm00001d005358	2	1	both	gene
Zm00001d005359	1	0	motif1	gene
Zm00001d005361	1	0	motif1	gene
Zm00001d005364	0	1	motif2	gene
Zm00001d005365	1	0	motif1	gene
Zm00001d005366	0	2	motif2	gene
Zm00001d005370	0	1	motif2	gene
Zm00001d005372	0	2	motif2	gene
Zm00001d005373	2	2	both	gene
Zm00001d005393	0	1	motif2	gene
Zm00001d005398	0	1	motif2	gene
Zm00001d005399	1	0	motif1	gene
Zm00001d005400	0	1	motif2	gene
Zm00001d005402	1	1	both	gene
Zm00001d005403	4	9	both	gene
Zm00001d005407	1	1	both	gene
Zm00001d005424	1	3	both	gene
Zm00001d005429	1	1	both	gene
Zm00001d005430	2	0	motif1	gene
Zm00001d005431	2	0	motif1	gene
Zm00001d005432	1	1	both	gene
Zm00001d005442	0	1	motif2	gene
Zm00001d005450	3	2	both	gene
Zm00001d005453	5	3	both	gene
Zm00001d005456	1	0	motif1	gene
Zm00001d005458	0	1	motif2	gene
Zm00001d005459	1	1	both	gene
Zm00001d005462	2	0	motif1	gene
Zm00001d005463	0	1	motif2	gene
Zm00001d005468	1	0	motif1	gene
Zm00001d005471	1	0	motif1	gene
Zm00001d005476	0	2	motif2	gene
Zm00001d005479	0	2	motif2	gene
Zm00001d005484	0	1	motif2	gene
Zm00001d005485	0	1	motif2	gene
Zm00001d005489	0	2	motif2	gene
Zm00001d005498	1	0	motif1	gene
Zm00001d005499	3	0	motif1	gene
Zm00001d005503	0	3	motif2	gene
Zm00001d005504	1	0	motif1	gene
Zm00001d005507	0	1	motif2	gene
Zm00001d005513	1	2	both	gene
Zm00001d005516	0	1	motif2	gene
Zm00001d005518	3	0	motif1	gene
Zm00001d005520	0	1	motif2	gene
Zm00001d005524	1	0	motif1	gene
Zm00001d005528	1	2	both	gene
Zm00001d005529	0	1	motif2	gene
Zm00001d005531	2	1	both	gene
Zm00001d005532	0	2	motif2	gene
Zm00001d005534	1	0	motif1	gene
Zm00001d005535	3	2	both	gene
Zm00001d005538	2	6	both	gene
Zm00001d005539	0	1	motif2	gene
Zm00001d005542	0	1	motif2	gene
Zm00001d005544	1	1	both	gene
Zm00001d005547	1	1	both	gene
Zm00001d005550	0	1	motif2	gene
Zm00001d005551	1	0	motif1	gene
Zm00001d005557	1	0	motif1	gene
Zm00001d005563	2	2	both	gene
Zm00001d005564	1	0	motif1	gene
Zm00001d005568	0	1	motif2	gene
Zm00001d005570	0	1	motif2	gene
Zm00001d005571	0	1	motif2	gene
Zm00001d005573	1	1	both	gene
Zm00001d005579	1	0	motif1	gene
Zm00001d005584	1	1	both	gene
Zm00001d005587	2	0	motif1	gene
Zm00001d005590	0	1	motif2	gene
Zm00001d005598	2	1	both	gene
Zm00001d005599	3	1	both	gene
Zm00001d005607	1	1	both	gene
Zm00001d005608	2	1	both	gene
Zm00001d005614	3	1	both	gene
Zm00001d005615	0	1	motif2	gene
Zm00001d005627	1	1	both	gene
Zm00001d005631	2	1	both	gene
Zm00001d005638	1	0	motif1	gene
Zm00001d005639	0	2	motif2	gene
Zm00001d005645	1	0	motif1	gene
Zm00001d005652	1	0	motif1	gene
Zm00001d005653	1	1	both	gene
Zm00001d005662	0	1	motif2	gene
Zm00001d005671	0	1	motif2	gene
Zm00001d005672	1	2	both	gene
Zm00001d005674	7	4	both	gene
Zm00001d005675	0	1	motif2	gene
Zm00001d005679	0	2	motif2	gene
Zm00001d005687	1	0	motif1	gene
Zm00001d005688	0	2	motif2	gene
Zm00001d005696	1	1	both	gene
Zm00001d005705	0	2	motif2	gene
Zm00001d005711	0	3	motif2	gene
Zm00001d005726	0	1	motif2	gene
Zm00001d005727	2	1	both	gene
Zm00001d005736	1	0	motif1	gene
Zm00001d005737	0	1	motif2	gene
Zm00001d005739	0	1	motif2	gene
Zm00001d005741	1	0	motif1	gene
Zm00001d005743	1	0	motif1	gene
Zm00001d005746	1	0	motif1	gene
Zm00001d005750	0	1	motif2	gene
Zm00001d005754	0	1	motif2	gene
Zm00001d005756	1	0	motif1	gene
Zm00001d005758	1	5	both	gene
Zm00001d005762	0	3	motif2	gene
Zm00001d005765	0	1	motif2	gene
Zm00001d005776	0	1	motif2	gene
Zm00001d005777	1	0	motif1	gene
Zm00001d005778	1	0	motif1	gene
Zm00001d005779	1	4	both	gene
Zm00001d005783	1	0	motif1	gene
Zm00001d005785	3	3	both	gene
Zm00001d005794	2	0	motif1	gene
Zm00001d005795	1	0	motif1	gene
Zm00001d005805	1	6	both	gene
Zm00001d005812	2	2	both	gene
Zm00001d005813	0	1	motif2	gene
Zm00001d005815	1	0	motif1	gene
Zm00001d005817	1	0	motif1	gene
Zm00001d005818	2	1	both	gene
Zm00001d005824	1	0	motif1	gene
Zm00001d005826	1	0	motif1	gene
Zm00001d005831	3	2	both	gene
Zm00001d005833	1	2	both	gene
Zm00001d005838	0	1	motif2	gene
Zm00001d005842	2	1	both	gene
Zm00001d005846	1	0	motif1	gene
Zm00001d005847	2	0	motif1	gene
Zm00001d005848	1	1	both	gene
Zm00001d005849	0	1	motif2	gene
Zm00001d005850	1	0	motif1	gene
Zm00001d005851	1	0	motif1	gene
Zm00001d005852	3	0	motif1	gene
Zm00001d005856	1	1	both	gene
Zm00001d005858	2	1	both	gene
Zm00001d005876	1	1	both	gene
Zm00001d005880	0	1	motif2	gene
Zm00001d005884	0	1	motif2	gene
Zm00001d005893	3	1	both	gene
Zm00001d005896	1	0	motif1	gene
Zm00001d005899	1	1	both	gene
Zm00001d005902	3	3	both	gene
Zm00001d005908	1	0	motif1	gene
Zm00001d005912	0	1	motif2	gene
Zm00001d005917	1	0	motif1	gene
Zm00001d005920	0	1	motif2	gene
Zm00001d005925	1	1	both	gene
Zm00001d005937	0	2	motif2	gene
Zm00001d005941	0	1	motif2	gene
Zm00001d005944	0	1	motif2	gene
Zm00001d005946	1	0	motif1	gene
Zm00001d005948	3	2	both	gene
Zm00001d005949	0	1	motif2	gene
Zm00001d005950	0	1	motif2	gene
Zm00001d005957	0	1	motif2	gene
Zm00001d005961	0	1	motif2	gene
Zm00001d005968	1	0	motif1	gene
Zm00001d005969	1	1	both	gene
Zm00001d005972	1	0	motif1	gene
Zm00001d005973	0	1	motif2	gene
Zm00001d005974	0	1	motif2	gene
Zm00001d005980	1	1	both	gene
Zm00001d005986	0	1	motif2	gene
Zm00001d005991	0	1	motif2	gene
Zm00001d005997	0	1	motif2	gene
Zm00001d006001	0	2	motif2	gene
Zm00001d006003	0	1	motif2	gene
Zm00001d006011	2	0	motif1	gene
