feature	filter.imprint.BW	syntelog.BW	imprinted.both.BW	filter.imprint.BP	syntelog.BP	feature_type	imprint	syntelog	agreement	expression.type	motif1	motif2	motif.type	either.motif	imprint.syntelog	syntenic.grasses	has.go.term
DHH00002Zm00001d04164	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04186	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04222	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04251	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04318	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04399	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d04414	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04458	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04532	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04534	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04537	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04553	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04565	not.detected	NA	NA	PEG	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04592	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04625	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04711	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04712	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04717	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04726	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04744	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04759	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d04761	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04776	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04870	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04879	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d04930	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05018	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05031	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05056	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05058	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05130	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05221	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05263	not.detected	NA	NA	MEG	na.te	TE	matTE	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d05288	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05317	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05369	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05458	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05467	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05561	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05625	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05742	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05747	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05769	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05858	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05892	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05974	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d05975	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06008	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06046	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06067	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06097	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06101	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06247	not.detected	NA	NA	MEG	na.te	TE	matTE	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d06283	MEG	na.te	na.te	not.detected	NA	TE	matTE	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d06317	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06423	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06482	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06574	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06580	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d06611	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06615	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06697	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d06753	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06831	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06868	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d06949	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07010	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07027	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07035	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07063	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07121	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07260	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07283	MEG	na.te	na.te	no.imprint	na.te	TE	matTE	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d07292	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07302	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07321	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07327	not.detected	NA	NA	MEG	na.te	TE	matTE	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d07380	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07399	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07414	MEG	na.te	na.te	not.detected	NA	TE	matTE	variable	mismatched_call	constitutive	TRUE	TRUE	both	has.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d07461	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07463	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07469	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	TRUE	both	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07502	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07576	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07654	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07691	MEG	na.te	na.te	no.imprint	na.te	TE	matTE	variable	mismatched_call	endo.preferred	FALSE	TRUE	motif2	has.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d07706	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07762	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07827	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07837	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07874	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07889	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	FALSE	TRUE	motif2	has.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d07921	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07964	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d07965	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08002	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08010	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d08019	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08031	MEG	na.te	na.te	no.imprint	na.te	TE	matTE	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d08045	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08097	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08268	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08304	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08326	no.imprint	na.te	na.te	MEG	na.te	TE	matTE	variable	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d08343	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08453	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d08488	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08612	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08715	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08844	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08848	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08881	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08890	MEG	na.te	na.te	MEG	na.te	TE	matTE	variable	matched.call	endo.preferred	FALSE	FALSE	no.motif	no.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d08913	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08990	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08993	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d08998	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d09032	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d09161	not.detected	NA	NA	MEG	na.te	TE	matTE	variable	mismatched_call	endo.preferred	TRUE	TRUE	both	has.motif	matTE_variable	NA.TE	NA
DHH00002Zm00001d09283	no.imprint	na.te	na.te	not.detected	NA	TE	no.imprint	variable	mismatched_call	endo.preferred	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d09294	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d09305	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d09321	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d09439	not.detected	NA	NA	no.imprint	na.te	TE	no.imprint	variable	mismatched_call	endo.preferred	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d09507	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	TRUE	FALSE	motif1	has.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d09511	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	constitutive	FALSE	FALSE	no.motif	no.motif	no.imprint_variable	NA.TE	NA
DHH00002Zm00001d09537	no.imprint	na.te	na.te	no.imprint	na.te	TE	no.imprint	variable	matched.call	endo.preferred	FALSE	TRUE	motif2	has.motif	no.imprint_variable	NA.TE	NA
