gene	TE
Zm00001d033102	RLC00004Zm00001d12030
Zm00001d033103	RLC00004Zm00001d12030
Zm00001d033101	RLC00004Zm00001d12030
Zm00001d033106	DHH00002Zm00001d01008
Zm00001d033116	DHH00002Zm00001d06673
Zm00001d033117	DHH00002Zm00001d06673
Zm00001d033135	DHH00002Zm00001d01011
Zm00001d033137	RLC00004Zm00001d09218
Zm00001d033146	DHH00002Zm00001d01012
Zm00001d033144	DHH00002Zm00001d01012
Zm00001d033164	DHH00002Zm00001d01015
Zm00001d033165	DHH00002Zm00001d01015
Zm00001d033203	RLX17951Zm00001d00001
Zm00001d033203	RLX01441Zm00001d00004
Zm00001d033235	RLC00030Zm00001d00271
Zm00001d033236	RLC00030Zm00001d00271
Zm00001d033250	RLX24291Zm00001d00001
Zm00001d033252	RLX24291Zm00001d00001
Zm00001d033261	DHH00002Zm00001d01028
Zm00001d033269	DTA00064Zm00001d00008
Zm00001d033293	DHH00002Zm00001d01029
Zm00001d033315	DHH00474Zm00001d00001
Zm00001d033326	RLX01045Zm00001d00004
Zm00001d033326	RLC00002Zm00001d10824
Zm00001d033348	RLX24288Zm00001d00001
Zm00001d033349	RLX24288Zm00001d00001
Zm00001d033350	RLX24288Zm00001d00001
Zm00001d033355	DHH00002Zm00001d06699
Zm00001d033356	DHH00002Zm00001d06699
Zm00001d033357	DHH00002Zm00001d06699
Zm00001d033364	DHH00002Zm00001d01037
Zm00001d033377	DHH00002Zm00001d06701
Zm00001d033384	RLC00002Zm00001d13622
Zm00001d033384	RLG00006Zm00001d03075
Zm00001d033393	RLC00015Zm00001d00779
Zm00001d033392	RLC00015Zm00001d00779
Zm00001d033399	DHH00002Zm00001d01042
Zm00001d033427	DHH00002Zm00001d01045
Zm00001d033426	DHH00002Zm00001d01045
Zm00001d033429	RLX24281Zm00001d00001
Zm00001d033433	RLX18955Zm00001d00001
Zm00001d033434	RLX18955Zm00001d00001
Zm00001d033436	RLX18955Zm00001d00001
Zm00001d033438	RLX18955Zm00001d00001
Zm00001d033440	RLX18955Zm00001d00001
Zm00001d033442	RLX18955Zm00001d00001
Zm00001d033433	RLC14117Zm00001d00001
Zm00001d033438	RLX24279Zm00001d00001
Zm00001d033440	RLX24279Zm00001d00001
Zm00001d033440	RLC14116Zm00001d00001
Zm00001d033460	DHH00002Zm00001d01050
Zm00001d033461	DHH00002Zm00001d01050
Zm00001d033486	DHH00002Zm00001d06708
Zm00001d033487	DHH00002Zm00001d06708
Zm00001d033499	DHH00002Zm00001d06709
Zm00001d033512	DHH00002Zm00001d01056
Zm00001d033530	RLX24276Zm00001d00001
Zm00001d033593	DHH00002Zm00001d06716
Zm00001d033598	DHH02361Zm00001d00001
Zm00001d033601	DHH00002Zm00001d01068
Zm00001d033643	RLC00002Zm00001d13630
Zm00001d033644	RLC00002Zm00001d13630
Zm00001d033662	DHH00002Zm00001d06719
Zm00001d033689	RLX20572Zm00001d00001
Zm00001d033691	DHH00002Zm00001d06721
Zm00001d033694	RLC03184Zm00001d00002
Zm00001d033699	RLX24269Zm00001d00001
Zm00001d033700	RLX24269Zm00001d00001
Zm00001d033712	DHH00002Zm00001d01082
Zm00001d033713	DHH00002Zm00001d01082
Zm00001d033721	DHH00002Zm00001d01083
Zm00001d033722	DHH00002Zm00001d01083
Zm00001d033728	DHH00002Zm00001d06724
Zm00001d033729	DHH00002Zm00001d06724
Zm00001d033748	DHH00002Zm00001d06728
Zm00001d033755	RLX14021Zm00001dS0006
Zm00001d033768	DHH00002Zm00001d06730
Zm00001d033767	DHH00002Zm00001d06730
Zm00001d033770	DHH00002Zm00001d06731
Zm00001d033802	RLC00148Zm00001d00023
Zm00001d033803	RLC00148Zm00001d00023
Zm00001d033804	RLC00148Zm00001d00023
Zm00001d033804	DHH00002Zm00001d01094
Zm00001d033807	RLC00002Zm00001d15244
Zm00001d033808	RLC00002Zm00001d15244
Zm00001d033810	RLC00002Zm00001d15244
Zm00001d033811	RLC00002Zm00001d15244
Zm00001d033813	RLC00002Zm00001d15244
Zm00001d033812	RLC00002Zm00001d15244
Zm00001d033807	DHH00002Zm00001d06734
Zm00001d033826	DHH00002Zm00001d06735
Zm00001d033831	DHH00002Zm00001d06736
Zm00001d033832	DHH00002Zm00001d06736
Zm00001d033833	DHH00002Zm00001d06736
Zm00001d033856	DHH00002Zm00001d01097
Zm00001d033880	RLC00004Zm00001d09259
Zm00001d033887	RLG00011Zm00001d01299
Zm00001d033889	RLG00011Zm00001d01299
Zm00001d033887	DHH00002Zm00001d06742
Zm00001d033938	DHH00002Zm00001d06747
Zm00001d034051	DHH00002Zm00001d06759
Zm00001d034052	DHH00002Zm00001d06759
Zm00001d034061	DHH00002Zm00001d06760
Zm00001d034068	DHH00002Zm00001d06761
Zm00001d034067	DHH00002Zm00001d06761
Zm00001d034075	RLX24254Zm00001d00001
Zm00001d034078	DHH00002Zm00001d06763
Zm00001d034095	RLX17308Zm00001d00001
Zm00001d034099	DHH00002Zm00001d01111
Zm00001d034155	DHH00002Zm00001d06774
Zm00001d034157	DHH00002Zm00001d01116
Zm00001d034165	RLX20564Zm00001d00001
Zm00001d034184	RLC14038Zm00001d00001
Zm00001d034201	DHH00007Zm00001d00874
Zm00001d034230	RLX18946Zm00001d00001
Zm00001d034231	RLX18946Zm00001d00001
Zm00001d034232	RLX18946Zm00001d00001
Zm00001d034230	RLX20562Zm00001d00001
Zm00001d034231	RLX20562Zm00001d00001
Zm00001d034232	RLX20562Zm00001d00001
Zm00001d034230	DHH00002Zm00001d06781
Zm00001d034242	DHH00002Zm00001d06784
Zm00001d034246	DHH00002Zm00001d06786
Zm00001d034247	DHH00002Zm00001d06786
Zm00001d034258	RLG00003Zm00001d11649
Zm00001d034259	RLG00003Zm00001d11649
Zm00001d034260	RLG00003Zm00001d11649
Zm00001d034258	RLG00005Zm00001d00711
Zm00001d034259	RLG00005Zm00001d00711
Zm00001d034260	RLG00005Zm00001d00711
Zm00001d034262	RLX14021Zm00001d00001
Zm00001d034264	RLX14021Zm00001d00001
Zm00001d034286	DHH00002Zm00001d06793
Zm00001d034293	DHH00002Zm00001d01124
Zm00001d034305	RLG24240Zm00001d00001
Zm00001d034308	DHH00002Zm00001d01125
Zm00001d034309	DHH00002Zm00001d01125
Zm00001d034310	DHH00002Zm00001d01125
Zm00001d034314	DHH00002Zm00001d01126
Zm00001d034316	DHH00002Zm00001d01128
Zm00001d034330	RLX24236Zm00001d00001
Zm00001d034331	RLX24236Zm00001d00001
Zm00001d034336	RLG00003Zm00001d11650
Zm00001d034394	DHH00002Zm00001d01139
Zm00001d034408	DHH00002Zm00001d01141
Zm00001d034411	DHH00002Zm00001d06800
Zm00001d034417	RLX20560Zm00001d00001
Zm00001d034418	RLX20560Zm00001d00001
Zm00001d034421	DHH00002Zm00001d06801
Zm00001d034437	DHH00002Zm00001d01144
Zm00001d034438	DHH00002Zm00001d01144
Zm00001d034471	DHH00002Zm00001d06808
Zm00001d034473	DHH00002Zm00001d06808
Zm00001d034489	RLX13996Zm00001d00001
Zm00001d034500	DHH00002Zm00001d06811
Zm00001d034530	DHH00002Zm00001d01150
Zm00001d034536	RLX18943Zm00001d00001
Zm00001d034538	RLX18943Zm00001d00001
Zm00001d034540	RLX18943Zm00001d00001
Zm00001d034541	RLX18943Zm00001d00001
Zm00001d034542	RLX18943Zm00001d00001
Zm00001d034537	RLX18943Zm00001d00001
Zm00001d034540	RLX24229Zm00001d00001
Zm00001d034541	RLX24229Zm00001d00001
Zm00001d034554	RLG00001Zm00001d15248
Zm00001d034592	DHH00002Zm00001d01153
Zm00001d034593	DHH00002Zm00001d01153
Zm00001d034690	DHH00002Zm00001d01159
Zm00001d034691	DHH00002Zm00001d01159
Zm00001d034716	DHH00002Zm00001d01161
Zm00001d034735	DHH00002Zm00001d01162
Zm00001d034773	RLC00278Zm00001d00010
Zm00001d034812	DHH00001Zm00001d01238
Zm00001d034820	RLG00003Zm00001d12831
Zm00001d034819	RLG00003Zm00001d12831
Zm00001d034837	DHH00002Zm00001d01175
Zm00001d034861	RLG00003Zm00001d11656
Zm00001d034873	RLG00005Zm00001d03481
Zm00001d034899	DHH00002Zm00001d06835
Zm00001d034903	RLC13957Zm00001d00001
Zm00001d034930	DHH00002Zm00001d01181
Zm00001d034938	DHH00002Zm00001d01182
Zm00001d034939	DHH00002Zm00001d01182
Zm00001d034943	DHH00002Zm00001d01183
Zm00001d001763	RLG03237Zm00001d00001
Zm00001d001770	RLX18316Zm00001d00001
Zm00001d001770	RLX18870Zm00001d00001
Zm00001d001775	DHH00002Zm00001d06842
Zm00001d001792	DHH00002Zm00001d06844
Zm00001d001793	DHH00002Zm00001d06845
Zm00001d001796	DHH00002Zm00001d01188
Zm00001d001851	DHH00002Zm00001d01193
Zm00001d001882	DHH00004Zm00001d00477
Zm00001d001885	RLX13944Zm00001d00001
Zm00001d001911	DHH00002Zm00001d01195
Zm00001d001912	DHH00002Zm00001d01195
Zm00001d001926	DHH00002Zm00001d01197
Zm00001d001930	DHH00002Zm00001d01198
Zm00001d001957	DHH00002Zm00001d06851
Zm00001d001975	DHH00002Zm00001d06853
Zm00001d002015	RLX13935Zm00001d00001
Zm00001d002016	RLX13935Zm00001d00001
Zm00001d002017	RLX13935Zm00001d00001
Zm00001d002040	DHH00002Zm00001d06858
Zm00001d002047	DHH00002Zm00001d06859
Zm00001d002055	RLX13929Zm00001d00001
Zm00001d002069	RLG00003Zm00001d11800
Zm00001d002069	RLX01116Zm00001d00003
Zm00001d002081	RLG00897Zm00001d00003
Zm00001d002081	DHH00002Zm00001d06860
Zm00001d002112	DHH00002Zm00001d06862
Zm00001d002116	DHH00002Zm00001d06864
Zm00001d002164	DHH00002Zm00001d01210
Zm00001d002175	RLX17410Zm00001d00001
Zm00001d002176	RLX17410Zm00001d00001
Zm00001d002178	RLX17410Zm00001d00001
Zm00001d002181	RLX23776Zm00001d00001
Zm00001d002182	RLX23776Zm00001d00001
Zm00001d002188	RLX20369Zm00001d00001
Zm00001d002194	DHH00002Zm00001d06871
Zm00001d002195	DHH00002Zm00001d06871
Zm00001d002202	RLX18867Zm00001d00001
Zm00001d002203	RLX18867Zm00001d00001
Zm00001d002204	RLX18867Zm00001d00001
Zm00001d002205	RLX18867Zm00001d00001
Zm00001d002206	RLX18867Zm00001d00001
Zm00001d002207	RLX18867Zm00001d00001
Zm00001d002224	RLX18865Zm00001d00001
Zm00001d002225	RLX18865Zm00001d00001
Zm00001d002226	RLX18865Zm00001d00001
Zm00001d002227	RLX18865Zm00001d00001
Zm00001d002228	RLX18865Zm00001d00001
Zm00001d002223	RLX18865Zm00001d00001
Zm00001d002231	RLX23775Zm00001d00001
Zm00001d002232	RLX23775Zm00001d00001
Zm00001d002231	RLX13914Zm00001d00001
Zm00001d002238	RLX23774Zm00001d00001
Zm00001d002239	DHH00002Zm00001d06873
Zm00001d002249	DHH00002Zm00001d06876
Zm00001d002308	DHH00002Zm00001d01221
Zm00001d002311	DTX10002Zm00001d00028
Zm00001d002320	DHH00002Zm00001d01222
Zm00001d002331	RLC00918Zm00001d00004
Zm00001d002380	DHH00002Zm00001d01226
Zm00001d002381	DHH00002Zm00001d01226
Zm00001d002398	DHH00002Zm00001d06885
Zm00001d002401	DHH00002Zm00001d06886
Zm00001d002463	RLX13892Zm00001d00001
Zm00001d002469	DHH00002Zm00001d01236
Zm00001d002470	DHH00002Zm00001d01236
Zm00001d002471	DHH00002Zm00001d01236
Zm00001d002472	DHH00002Zm00001d01236
Zm00001d002473	RLX20366Zm00001d00001
Zm00001d002480	DHH00002Zm00001d01237
Zm00001d002481	DHH00002Zm00001d01238
Zm00001d002533	DHH00002Zm00001d01241
Zm00001d002551	RLX23764Zm00001d00001
Zm00001d002582	RLX23761Zm00001d00001
Zm00001d002587	RLC00004Zm00001d11786
Zm00001d002638	DHH00002Zm00001d01251
Zm00001d002652	RLG00003Zm00001d09319
Zm00001d002652	RLX13875Zm00001d00001
Zm00001d002655	DHH00002Zm00001d06907
Zm00001d002717	DHH00002Zm00001d01255
Zm00001d002745	RLX14066Zm00001dS0001
Zm00001d002838	DHH00002Zm00001d06915
Zm00001d002839	DHH00002Zm00001d06915
Zm00001d002841	DHH00002Zm00001d06915
Zm00001d002846	RLX23749Zm00001d00001
Zm00001d002852	DHH00002Zm00001d01265
Zm00001d002862	RLC00002Zm00001d14708
Zm00001d002863	RLC00002Zm00001d14708
Zm00001d002862	RLC00002Zm00001d11400
Zm00001d002863	RLC00002Zm00001d11400
Zm00001d002866	DHH00181Zm00001d00002
Zm00001d002875	DHH00002Zm00001d01266
Zm00001d002887	RLX18863Zm00001d00001
Zm00001d002900	DHH00002Zm00001d06916
Zm00001d002937	RLC00004Zm00001d11791
Zm00001d002975	DHH00002Zm00001d06919
Zm00001d003021	RLX18084Zm00001d00001
Zm00001d003022	RLX18084Zm00001d00001
Zm00001d003023	RLX18084Zm00001d00001
Zm00001d003024	RLX18084Zm00001d00001
Zm00001d003023	RLX23739Zm00001d00001
Zm00001d003024	RLX23739Zm00001d00001
Zm00001d003027	DHH00002Zm00001d01286
Zm00001d003028	DHH00002Zm00001d01286
Zm00001d003043	DHH00002Zm00001d01290
Zm00001d003045	RLC00083Zm00001d00021
Zm00001d003046	RLC00083Zm00001d00021
Zm00001d003045	RLX18861Zm00001d00001
Zm00001d003061	RLG00001Zm00001d15339
Zm00001d003100	DHH02021Zm00001d00001
Zm00001d003128	RLG00395Zm00001d00002
Zm00001d003134	RLG00003Zm00001d12770
Zm00001d003135	RLG00003Zm00001d12770
Zm00001d003138	RLG00003Zm00001d12770
Zm00001d003136	RLG00003Zm00001d12770
Zm00001d003138	RLG00003Zm00001d11820
Zm00001d003138	RLG00003Zm00001d09363
Zm00001d003138	RLX13812Zm00001d00001
Zm00001d003141	DHH00002Zm00001d06926
Zm00001d003144	RLG00003Zm00001d12771
Zm00001d003143	RLG00003Zm00001d12771
Zm00001d003151	RLX18083Zm00001d00001
Zm00001d003152	RLX18083Zm00001d00001
Zm00001d003151	DHH00001Zm00001d01323
Zm00001d003154	DHH00002Zm00001d01299
Zm00001d003156	RLC00004Zm00001d02203
Zm00001d003194	RLG00060Zm00001d00085
Zm00001d003202	DHH00002Zm00001d06933
Zm00001d003237	RLG17481Zm00001d00001
Zm00001d003239	RLG17481Zm00001d00001
Zm00001d003255	DHH00002Zm00001d01308
Zm00001d003280	RLX13778Zm00001d00001
Zm00001d003312	RLC00015Zm00001d00773
Zm00001d003324	RLX17480Zm00001d00001
Zm00001d003324	RLC00002Zm00001d02586
Zm00001d003324	DHH00002Zm00001d01312
Zm00001d003341	RLX13769Zm00001d00001
Zm00001d003357	RLX13763Zm00001d00001
Zm00001d003358	RLG00001Zm00001d02913
Zm00001d003359	DHH00002Zm00001d06944
Zm00001d003383	DHH00002Zm00001d01317
Zm00001d003439	DHH00002Zm00001d06948
Zm00001d003445	DHH00002Zm00001d06949
Zm00001d003472	RLX20347Zm00001d00001
Zm00001d003473	RLX20347Zm00001d00001
Zm00001d003551	DHH00002Zm00001d06956
Zm00001d003571	DHH00009Zm00001d00635
Zm00001d003607	RLX17407Zm00001d00001
Zm00001d003610	DHH00002Zm00001d01333
Zm00001d003619	RLC00029Zm00001d00395
Zm00001d003620	RLC00029Zm00001d00395
Zm00001d003627	DHH00002Zm00001d06968
Zm00001d003628	DHH00002Zm00001d06968
Zm00001d003629	DHH00002Zm00001d06969
Zm00001d003639	DHH00002Zm00001d01336
Zm00001d003689	RLC00002Zm00001d15118
Zm00001d003690	RLC00002Zm00001d15118
Zm00001d003691	RLC00002Zm00001d15118
Zm00001d003689	DHH01986Zm00001d00001
Zm00001d003693	DHH00236Zm00001d00001
Zm00001d003706	DHH00002Zm00001d01346
Zm00001d003714	DHH00002Zm00001d06983
Zm00001d003725	RLX17782Zm00001d00001
Zm00001d003726	RLX17782Zm00001d00001
Zm00001d003727	RLX17782Zm00001d00001
Zm00001d003724	RLX17782Zm00001d00001
Zm00001d003736	DHH00002Zm00001d06987
Zm00001d003746	DHH00002Zm00001d01351
Zm00001d003747	DHH00002Zm00001d01351
Zm00001d003768	DHH00002Zm00001d01354
Zm00001d003772	DHH00002Zm00001d01355
Zm00001d003783	RLX23700Zm00001d00001
Zm00001d003785	RLG00028Zm00001d00361
Zm00001d003785	RLG23699Zm00001d00001
Zm00001d003790	DHH00002Zm00001d01357
Zm00001d003791	DHH00002Zm00001d06997
Zm00001d003794	RLX17938Zm00001d00001
Zm00001d003796	RLG00003Zm00001d11838
Zm00001d003809	RLX00506Zm00001d00004
Zm00001d003810	RLX00506Zm00001d00004
Zm00001d003809	RLG00003Zm00001d09423
Zm00001d003810	RLG00003Zm00001d09423
Zm00001d003814	RLG00028Zm00001d00291
Zm00001d003814	DHH00002Zm00001d01365
Zm00001d003820	DHH00002Zm00001d01366
Zm00001d003826	RLC00004Zm00001d09658
Zm00001d003828	RLC00004Zm00001d09658
Zm00001d003826	RLX01963Zm00001d00001
Zm00001d003828	RLX01963Zm00001d00001
Zm00001d003881	RLG00007Zm00001d03206
Zm00001d003885	DHH00002Zm00001d07014
Zm00001d003886	DHH00002Zm00001d07014
Zm00001d003920	DHH00002Zm00001d01382
Zm00001d003965	DHH00002Zm00001d01393
Zm00001d003968	DHH00002Zm00001d01395
Zm00001d003969	DHH00002Zm00001d01395
Zm00001d003970	DHH00002Zm00001d01395
Zm00001d003988	RLG00043Zm00001d00081
Zm00001d004001	DHH00002Zm00001d01402
Zm00001d004000	DHH00002Zm00001d01402
Zm00001d004004	RLG01064Zm00001d00002
Zm00001d004035	DHH00002Zm00001d07037
Zm00001d004040	RLG00003Zm00001d11846
Zm00001d004040	RLC00002Zm00001d02763
Zm00001d004043	RLX13563Zm00001d00001
Zm00001d004046	DHH00002Zm00001d01413
Zm00001d004047	RLG00001Zm00001d13587
Zm00001d004049	RLG01957Zm00001d00001
Zm00001d004058	RLX13556Zm00001d00001
Zm00001d004059	RLX13556Zm00001d00001
Zm00001d004071	RLC00206Zm00001d00014
Zm00001d004073	DHH00002Zm00001d01419
Zm00001d004084	DHH00002Zm00001d01421
Zm00001d004099	DHH01958Zm00001d00001
Zm00001d004109	RLX17726Zm00001d00001
Zm00001d004114	RLG00303Zm00001d00008
Zm00001d004115	RLG00303Zm00001d00008
Zm00001d004114	RLG01132Zm00001d00002
Zm00001d004146	RLG00001Zm00001d13602
Zm00001d004147	RLG00021Zm00001d00510
Zm00001d004147	DHH00002Zm00001d01432
Zm00001d004168	DHH00002Zm00001d01442
Zm00001d004178	RLG00997Zm00001d00005
Zm00001d004178	DHH00002Zm00001d07055
Zm00001d004183	RLG18305Zm00001d00001
Zm00001d004184	RLG18305Zm00001d00001
Zm00001d004183	DHH00102Zm00001d00004
Zm00001d004194	RLX20297Zm00001d00001
Zm00001d004195	RLG00006Zm00001d03908
Zm00001d004195	RLG00028Zm00001d00292
Zm00001d004213	DHH00002Zm00001d07063
Zm00001d004238	DHH01943Zm00001d00001
Zm00001d004241	RLG01776Zm00001d00003
Zm00001d004277	RLG00001Zm00001d13638
Zm00001d004292	RLG00003Zm00001d09481
Zm00001d004318	RLX02862Zm00001d00002
Zm00001d004318	DHH00002Zm00001d07074
Zm00001d004323	DHH00002Zm00001d01462
Zm00001d004330	RLX17580Zm00001d00001
Zm00001d004342	RLG00726Zm00001d00002
Zm00001d004347	RLG00043Zm00001d00129
Zm00001d004347	DHH00002Zm00001d07077
Zm00001d004349	RLG00011Zm00001d01296
Zm00001d004359	RLX17512Zm00001d00001
Zm00001d004358	RLX17512Zm00001d00001
Zm00001d004376	DHH00002Zm00001d01470
Zm00001d004379	RLG00766Zm00001d00003
Zm00001d004397	RLG00001Zm00001d16111
Zm00001d004397	DHH00002Zm00001d01474
Zm00001d004407	RLX13343Zm00001d00001
Zm00001d004417	RLX18304Zm00001d00001
Zm00001d004418	RLX18304Zm00001d00001
Zm00001d004419	RLX18304Zm00001d00001
Zm00001d004417	RLX13342Zm00001d00001
Zm00001d004418	RLX13342Zm00001d00001
Zm00001d004425	DHH00002Zm00001d01476
Zm00001d004429	RLG00211Zm00001d00013
Zm00001d004430	RLG00211Zm00001d00013
Zm00001d004431	RLG00211Zm00001d00013
Zm00001d004433	RLG00211Zm00001d00013
Zm00001d004432	RLG00211Zm00001d00013
Zm00001d004434	DHH00002Zm00001d01479
Zm00001d004456	DHH00002Zm00001d07088
Zm00001d004479	DHH00002Zm00001d07091
Zm00001d004481	DHH00002Zm00001d01485
Zm00001d004493	RLG01051Zm00001d00003
Zm00001d004499	DTA00217Zm00001d00001
Zm00001d004507	RLC13302Zm00001d00001
Zm00001d004508	RLX23581Zm00001d00001
Zm00001d004509	RLG17136Zm00001d00001
Zm00001d004516	DHH00002Zm00001d01489
Zm00001d004519	RLX01318Zm00001d00004
Zm00001d004519	RLC00004Zm00001d11265
Zm00001d004519	RLG00008Zm00001d02517
Zm00001d004519	RLG00001Zm00001d03475
Zm00001d004531	DHH02188Zm00001d00001
Zm00001d004532	DHH00002Zm00001d01491
Zm00001d004535	DHH00002Zm00001d01492
Zm00001d004537	RLG00277Zm00001d00006
Zm00001d004538	RLG00277Zm00001d00006
Zm00001d004538	RLX13294Zm00001d00001
Zm00001d004558	RLC02812Zm00001d00002
Zm00001d004560	RLC00002Zm00001d14724
Zm00001d004571	DHH00002Zm00001d01498
Zm00001d004574	RLC00004Zm00001d11266
Zm00001d004575	RLC00004Zm00001d11266
Zm00001d004577	RLG00001Zm00001d15376
Zm00001d004577	RLX23575Zm00001d00001
Zm00001d004583	RLX20270Zm00001d00001
Zm00001d004587	RLG00571Zm00001d00007
Zm00001d004595	RLG00003Zm00001d12465
Zm00001d004595	RLG00009Zm00001d01503
Zm00001d004603	DHH00002Zm00001d01501
Zm00001d004604	DHH00002Zm00001d01501
Zm00001d004605	DHH00002Zm00001d01501
Zm00001d004604	RLX13257Zm00001d00001
Zm00001d004610	RLG20268Zm00001d00001
Zm00001d004610	RLG00005Zm00001d03592
Zm00001d004611	RLX20267Zm00001d00001
Zm00001d004611	RLX23565Zm00001d00001
Zm00001d004620	DHH00015Zm00001d00024
Zm00001d004621	RLG00575Zm00001d00004
Zm00001d004622	RLG00575Zm00001d00004
Zm00001d004623	RLG00575Zm00001d00004
Zm00001d004624	RLG00575Zm00001d00004
Zm00001d004623	DHH00002Zm00001d01502
Zm00001d004624	RLC00354Zm00001d00001
Zm00001d004625	RLG23562Zm00001d00001
Zm00001d004630	DHH00001Zm00001d01637
Zm00001d004652	RLX23550Zm00001d00001
Zm00001d004670	RLG00006Zm00001d00747
Zm00001d004673	RLG00006Zm00001d03287
Zm00001d004674	RLG20253Zm00001d00001
Zm00001d004675	RLG20253Zm00001d00001
Zm00001d004674	DHH00002Zm00001d01509
Zm00001d004675	DHH00002Zm00001d01509
Zm00001d004685	RLG17626Zm00001d00001
Zm00001d004685	RLX18302Zm00001d00001
Zm00001d004690	RLG00322Zm00001d00005
Zm00001d004725	RLC00076Zm00001d00057
Zm00001d004726	RLC00076Zm00001d00057
Zm00001d004729	RLX20246Zm00001d00001
Zm00001d004730	RLX20246Zm00001d00001
Zm00001d004736	RLG00181Zm00001d00012
Zm00001d004736	DHH00002Zm00001d01521
Zm00001d004743	DHH00002Zm00001d01524
Zm00001d004747	DHH00002Zm00001d07124
Zm00001d004750	RLC00805Zm00001d00005
Zm00001d004750	RLG23526Zm00001d00001
Zm00001d004754	RLG00003Zm00001d11859
Zm00001d004755	RLG00005Zm00001d03597
Zm00001d004764	RLC00004Zm00001d09704
Zm00001d004773	RLG00871Zm00001d00004
Zm00001d004773	DHH00439Zm00001d00001
Zm00001d004788	RLG01528Zm00001d00003
Zm00001d004793	RLX17444Zm00001d00001
Zm00001d004793	RLX17477Zm00001d00001
Zm00001d004797	RLX17349Zm00001d00001
Zm00001d004798	RLX17349Zm00001d00001
Zm00001d004800	RLX17349Zm00001d00001
Zm00001d004815	DHH00002Zm00001d07130
Zm00001d004819	RLG00021Zm00001d00473
Zm00001d004820	RLG00021Zm00001d00473
Zm00001d004819	RLG20239Zm00001d00001
Zm00001d004820	RLG20239Zm00001d00001
Zm00001d004823	DHH00002Zm00001d01534
Zm00001d004824	DTT12974Zm00001d00004
Zm00001d004850	DHH00002Zm00001d01538
Zm00001d004852	DHH00001Zm00001d07445
Zm00001d004854	DHH00001Zm00001d07445
Zm00001d004867	DHH00002Zm00001d01540
Zm00001d004869	DHH00002Zm00001d07140
Zm00001d004870	DHH00002Zm00001d07140
Zm00001d004888	RLX17777Zm00001d00001
Zm00001d004890	RLG00020Zm00001d00133
Zm00001d004907	DHH00002Zm00001d07144
Zm00001d004914	RLX00614Zm00001d00005
Zm00001d004926	DTX12495Zm00001d00182
Zm00001d004941	DTA00141Zm00001d00175
Zm00001d004942	RLG20229Zm00001d00001
Zm00001d004944	DHH00002Zm00001d01551
Zm00001d004950	RLC00869Zm00001d00004
Zm00001d004951	RLC00869Zm00001d00004
Zm00001d004958	DHH00001Zm00001d07471
Zm00001d004973	DHH00002Zm00001d07156
Zm00001d004975	DHH00001Zm00001d01743
Zm00001d004991	RLC00068Zm00001d00054
Zm00001d004991	RLG00615Zm00001d00004
Zm00001d005009	DHH00002Zm00001d01563
Zm00001d005044	RLG17624Zm00001d00001
Zm00001d005045	RLG17624Zm00001d00001
Zm00001d005073	DHH00002Zm00001d01574
Zm00001d005076	RLX23481Zm00001d00001
Zm00001d005104	DHH00002Zm00001d01580
Zm00001d005112	RLG00007Zm00001d02435
Zm00001d005112	DHH00002Zm00001d01582
Zm00001d005121	RLG00009Zm00001d01813
Zm00001d005139	DHH00002Zm00001d07172
Zm00001d005147	RLG04713Zm00001d00001
Zm00001d005176	RLG00043Zm00001d00027
Zm00001d005176	RLC00004Zm00001d02593
Zm00001d005183	RLC00019Zm00001d00461
Zm00001d005195	DHH00002Zm00001d01592
Zm00001d005219	DHH00002Zm00001d01595
Zm00001d005249	DHH00002Zm00001d01604
Zm00001d005265	DHH00148Zm00001d00004
Zm00001d005270	RLC02174Zm00001d00002
Zm00001d005278	DHH00002Zm00001d07192
Zm00001d005279	DHH00001Zm00001d01788
Zm00001d005285	DHH00002Zm00001d07194
Zm00001d005286	DHH00002Zm00001d07194
Zm00001d005287	DHH00002Zm00001d07195
Zm00001d005288	DHH00002Zm00001d07195
Zm00001d005292	RLX00506Zm00001d00007
Zm00001d005292	RLG00582Zm00001d00007
Zm00001d005299	RLX20209Zm00001d00001
Zm00001d005299	RLG23461Zm00001d00001
Zm00001d005299	RLC00004Zm00001d02622
Zm00001d005337	DHH00002Zm00001d01615
Zm00001d005351	DTT11547Zm00001d00006
Zm00001d005355	DHH02133Zm00001d00001
Zm00001d005360	DHH00002Zm00001d01616
Zm00001d005366	DHH00002Zm00001d01617
Zm00001d005367	DHH00002Zm00001d01617
Zm00001d005377	RLX20208Zm00001d00001
Zm00001d005378	RLG17722Zm00001d00001
Zm00001d005384	RLG00003Zm00001d12854
Zm00001d005384	RLG00007Zm00001d03271
Zm00001d005389	DHH00002Zm00001d07203
Zm00001d005398	RLG00003Zm00001d12468
Zm00001d005400	DHH02129Zm00001d00001
Zm00001d005420	DHH00002Zm00001d07208
Zm00001d005441	DHH00002Zm00001d01626
Zm00001d005458	DHH00002Zm00001d01627
Zm00001d005476	DHH00002Zm00001d01631
Zm00001d005499	DHH00002Zm00001d07214
Zm00001d005501	RLG00047Zm00001d00131
Zm00001d005517	DHH00002Zm00001d07217
Zm00001d005519	DHH00002Zm00001d07217
Zm00001d005518	DHH00002Zm00001d07217
Zm00001d005529	RLG00003Zm00001d09577
Zm00001d005583	RLC00013Zm00001d00884
Zm00001d005588	RLG00003Zm00001d02491
Zm00001d005621	RLG00499Zm00001d00005
